round,exp_train_loss,exp_train_acc,n_clients_used,n_failures
1,0.9555583660602666,0.68447169887441,4,0
2,0.7118576793627948,0.7758099003509904,4,0
3,0.584688842955481,0.816193972646952,4,0
4,0.5180687308179205,0.8361641182878121,4,0
5,0.47155409732125403,0.8514140476862871,4,0
6,0.4340833091055798,0.8648485092992294,4,0
7,0.40282465291120884,0.8763868156695042,4,0
8,0.3772380446980825,0.8855448420543026,4,0
9,0.3561026245366427,0.893048775567838,4,0
10,0.3381547899763846,0.8978496792673579,4,0
11,0.3227703545048521,0.9030943639811191,4,0
12,0.30900062770871783,0.908096986323476,4,0
13,0.296648282264506,0.9120910154516481,4,0
14,0.2855339924028119,0.9165288255940615,4,0
15,0.2752887674432584,0.9198773550651551,4,0
16,0.2656486977686651,0.923145197079114,4,0
17,0.2568836653133261,0.9256465082502925,4,0
18,0.24849351773815292,0.9285109129785775,4,0
19,0.24072834995681994,0.932141848549643,4,0
20,0.23340003331054207,0.9343204098922823,4,0
