class_idx,class_name,precision,recall,f1,auc_roc,auprc
0,COVID,0.9775280898876404,0.9830508474576272,0.9802816901408451,0.9982727889654721,0.9952433744983421
1,NORMAL,0.984984984984985,0.9590643274853801,0.9718518518518519,0.9957741675193198,0.9946937109645542
2,PNEUMONIA,0.9719101123595506,0.9914040114613181,0.9815602836879432,0.9985549846853077,0.997062735278708
