class_idx,class_name,precision,recall,f1,auc_roc,auprc
0,COVID,0.8566037735849057,0.936726272352132,0.8948751642575559,0.9871861746488998,0.9680856785982851
1,NORMAL,0.9784550709406201,0.9394550958627649,0.9585585585585585,0.9907554933976943,0.9950009865955638
2,PNEUMONIA,0.9354838709677419,0.9698996655518395,0.9523809523809523,0.998841962441558,0.9878200921060388
