round,loss_agg,global_loss,global_acc,global_precision_macro,global_f1_macro,unknown_rate_global,exp_loss,exp_acc,private_loss,private_acc,private_to_global_rate,n_results,n_failures
1,1.1392549608016067,1.1392549608016067,0.224739742804654,0.07491324760155132,0.11978026358267085,,1.1392549612639413,0.224739742804654,,,,4,0
2,0.46112227359580177,0.46112227359580177,0.8391508471116554,0.8074815835760492,0.8104415194535927,,0.46112227357146834,0.8391508471116554,,,,4,0
3,0.3912413641186874,0.3912413641186874,0.8562972035109206,0.8388467857136852,0.8486677941407397,,0.39124136407610394,0.8562972035109206,,,,4,0
4,0.3582212860397744,0.3582212860397744,0.8646662584200857,0.8551163877782398,0.862069442534227,,0.3582212861492746,0.8646662584200857,,,,4,0
5,0.3318338253909646,0.3318338253909646,0.8742600530720556,0.8652574553890187,0.8732863172311514,,0.3318338254730898,0.8742600530720556,,,,4,0
6,0.30727775067632407,0.30727775067632407,0.8858950806286997,0.8735621496140265,0.8833611478791809,,0.30727775070978247,0.8858950806286997,,,,4,0
7,0.28717165389753135,0.28717165389753135,0.8971218616044091,0.8835983277694688,0.8938298814227572,,0.28717165404049005,0.8971218616044091,,,,4,0
8,0.27181355825508063,0.27181355825508063,0.9036538068993673,0.8899170766220047,0.899772383035065,,0.2718135581683929,0.9036538068993673,,,,4,0
9,0.25796062493600613,0.25796062493600613,0.9087568891610532,0.8944152457206709,0.9046093463828067,,0.2579606248189017,0.9087568891610532,,,,4,0
10,0.24578809142162159,0.24578809142162159,0.9140640947132068,0.9003631822977542,0.9102183749495215,,0.24578809121782944,0.9140640947132068,,,,4,0
11,0.2349322601914433,0.2349322601914433,0.9175341906511533,0.9037088660183774,0.9138808444048452,,0.23493226021425587,0.9175341906511533,,,,4,0
12,0.22579463563392185,0.22579463563392185,0.9210042865890998,0.905538246457894,0.9164625402581399,,0.22579463581946396,0.9210042865890998,,,,4,0
13,0.21818674393500095,0.21818674393500095,0.9224331496223719,0.9078345098432408,0.9184022777263077,,0.21818674412358474,0.9224331496223719,,,,4,0
14,0.21196984185378676,0.21196984185378676,0.9246785058175138,0.9109168852245448,0.9208661203026101,,0.21196984206974562,0.9246785058175138,,,,4,0
15,0.20690801119590402,0.20690801119590402,0.9265156154317208,0.9125673948371608,0.922469584893442,,0.20690801097158054,0.9265156154317208,,,,4,0
16,0.20090606389961724,0.20090606389961724,0.9287609716268627,0.9150508975556902,0.9250236193233552,,0.2009060637057105,0.9287609716268627,,,,4,0
17,0.1957464828400219,0.1957464828400219,0.9314145744029394,0.9195162527198409,0.9285838320099908,,0.19574648284154275,0.9314145744029394,,,,4,0
18,0.19199044934241433,0.19199044934241433,0.9346805470504185,0.9234736940980875,0.9319746861370232,,0.19199044956141487,0.9346805470504185,,,,4,0
19,0.1873120956155098,0.1873120956155098,0.9354970402122882,0.9244056758372755,0.9327422449909685,,0.18731209558585346,0.9354970402122882,,,,4,0
20,0.18318572711156939,0.18318572711156939,0.9369259032455604,0.9257705782286275,0.9343271400533494,,0.18318572718228832,0.9369259032455604,,,,4,0
