round,exp_train_loss,exp_train_acc,n_clients_used,n_failures
1,0.7284081857454764,0.764246722106015,4,0
2,0.5114854309265239,0.8511810621907046,4,0
3,0.38781894354967794,0.8878628641395847,4,0
4,0.3254871637801371,0.906535380847916,4,0
5,0.2881465698953709,0.9185755828784246,4,0
6,0.26235164028949853,0.9267384317126677,4,0
7,0.2425610372510335,0.9337788888322024,4,0
8,0.22629805664284292,0.9387786337431764,4,0
9,0.2127452996069999,0.9432171827967961,4,0
10,0.20075450891816163,0.9461251976939952,4,0
11,0.19004136175038858,0.9495944084485486,4,0
12,0.18038082572912678,0.9529105657874598,4,0
13,0.17131505987336731,0.9564818121524412,4,0
14,0.1629978460346924,0.9595428804652824,4,0
15,0.15536703349024925,0.9620937707259833,4,0
16,0.14824064466816256,0.9643385541554003,4,0
17,0.14175407164200587,0.9667363910004592,4,0
18,0.13531755394296655,0.9692362634559462,4,0
19,0.12929728275876626,0.9707157798071527,4,0
20,0.12369717013456327,0.9723993673792154,4,0
