class_idx,class_name,precision,recall,f1,auc_roc,auprc
0,COVID,0.9368932038834952,0.9323671497584541,0.9346246973365617,0.9890031565013746,0.9842683432268697
1,NORMAL,0.9103139013452914,0.9441860465116279,0.9269406392694064,0.989526558250541,0.9763460872629646
2,PNEUMONIA,0.9853658536585366,0.9528301886792453,0.9688249400479616,0.9979544844853796,0.9963382534555465
