round,exp_loss,exp_acc
1,0.6556933111993015,0.753841394245643
2,0.46292441461004397,0.8518098380942559
3,0.3718639075175209,0.883675363514489
4,0.3195438120977847,0.8992471898525317
5,0.28300194903582754,0.9120346498917191
6,0.25478459301806977,0.9224502423429927
7,0.23332891989346816,0.9302877178508817
8,0.21615580145438282,0.9343095802825616
9,0.20248703473948984,0.9401876869134784
10,0.19108280190878937,0.9454470454779829
11,0.18107776136332607,0.9498814066206043
12,0.1720787302732185,0.9523563988862535
13,0.16378564093132492,0.9561720119624626
14,0.1565277095562535,0.9581313808394348
15,0.14970231037811665,0.9613282458492317
16,0.14339971576242136,0.9638032381148809
17,0.1370366643812683,0.965453232958647
18,0.13132429880602828,0.9678251005465608
19,0.12577162440138231,0.9691657213571208
20,0.12053515346131306,0.97030009281221
21,0.11530465921764523,0.9723625863669176
22,0.11037840572061632,0.9731875837888007
23,0.10527289583026668,0.9745282045993606
24,0.10063028106260598,0.9764875734763329
25,0.09602971902625966,0.9785500670310405
26,0.09165897017032311,0.979478189130659
27,0.08738672374435076,0.9814375580076312
28,0.08350239353254629,0.9831906775291327
29,0.0796694137839639,0.9841187996287512
30,0.07613436847090002,0.9852531710838404
31,0.07306785014324213,0.9859750438279881
32,0.07009014783585973,0.9863875425389296
33,0.0671909601165227,0.9864906672166649
34,0.06454752066141062,0.9875219139940188
35,0.061979749302744844,0.9874187893162834
36,0.05956055096604066,0.9883469114159018
37,0.05747828765227627,0.9887594101268433
38,0.055304229986435444,0.9893781581932557
39,0.05343359756869608,0.9902031556151387
40,0.05201683241014977,0.9906156543260802
41,0.05030766344076312,0.9909250283592864
42,0.04879013623419342,0.991646901103434
43,0.047415571078094146,0.9922656491698464
44,0.047134688256479006,0.9923687738475817
45,0.04533966441056847,0.9930906465917294
46,0.04414014820052401,0.9934000206249356
47,0.04292911808521733,0.9941218933690832
48,0.05469426113931195,0.9919562751366402
49,0.0461828492826176,0.992987521913994
50,0.037221543662394295,0.9955656388573786
51,0.03600366301749586,0.9954625141796432
52,0.033958921546566524,0.9961843869237909
53,0.03485506869627996,0.9958750128905847
54,0.04437877089949205,0.9938125193358771
55,0.032982034287580154,0.9959781375683201
56,0.02910280633658517,0.9963906362792616
57,0.04229394612392831,0.9945343920800247
58,0.03579517456559689,0.9947406414354956
59,0.04370209748411183,0.9938125193358771
60,0.05803098410177418,0.992987521913994
