round,exp_train_loss,exp_train_acc,n_clients_used,n_failures
1,0.947159085953906,0.6972146986295832,4,0
2,0.7208130626891084,0.7717993289404536,4,0
3,0.5854444937693078,0.8171564862351942,4,0
4,0.5110905977586403,0.8406839956340704,4,0
5,0.4619450341222955,0.8575413348425436,4,0
6,0.423703121321904,0.8711646521405183,4,0
7,0.3926354906394371,0.8816752233496382,4,0
8,0.36728556737362167,0.8905687836035089,4,0
9,0.3463817749351809,0.8983304361887052,4,0
10,0.3285686838298924,0.9035857217932651,4,0
11,0.31290597877422155,0.908113352467963,4,0
12,0.29904047168594616,0.9134899138941667,4,0
13,0.2863638652701306,0.9175728665561709,4,0
14,0.27494501040381536,0.9210494401099567,4,0
15,0.264435261538561,0.9246068642115051,4,0
16,0.25479062860082025,0.9277196103003598,4,0
17,0.2455500669805404,0.9308727816630957,4,0
18,0.23720414295847397,0.933540849739257,4,0
19,0.2294522253668828,0.9356833892549622,4,0
20,0.22209823413175575,0.9386344342482921,4,0
