class_idx,class_name,precision,recall,f1,auc_roc,auprc
0,COVID,0.8900126422250316,0.9683631361760661,0.927536231884058,0.994662564441499,0.9855957100719679
1,NORMAL,0.9910479199578726,0.9495459132189707,0.9698531306364339,0.996704748191816,0.9982651958158401
2,PNEUMONIA,0.9371069182389937,0.9966555183946488,0.965964343598055,0.9996851816872039,0.996656527862957
