round,exp_loss,exp_acc
1,1.0550224741828007,0.6754521963824289
2,0.7025731226270513,0.7738648947951273
3,0.599315305548693,0.7991140642303433
4,0.5414226071867128,0.8194905869324474
5,0.4966415727521362,0.8384643779992618
6,0.4592581734902835,0.8532299741602067
7,0.42828413264013915,0.8645994832041344
8,0.40310625460764804,0.873827980804725
9,0.38206621949392827,0.8807678110003692
10,0.3639486594299585,0.8890365448504983
11,0.3481747352810705,0.8950904392764858
12,0.33407293425775975,0.9014396456256921
13,0.3212611088682559,0.9060169804355851
14,0.3096127176178078,0.9094868955334071
15,0.29900951414486276,0.9121447028423773
16,0.2892824458262937,0.9156146179401994
17,0.2799438103180875,0.9201919527500922
18,0.27136588668957456,0.9229235880398671
19,0.2632381670086223,0.9260981912144702
20,0.25559258548870833,0.9289036544850499
21,0.24860752060563857,0.9311923218899963
22,0.24200256119144276,0.9342930970837947
23,0.2359888848684654,0.9359173126614987
24,0.23027043897849733,0.9382798080472499
25,0.22486162575442398,0.9393872277593208
26,0.21953601060609132,0.9408637873754153
27,0.2147951484933886,0.9423403469915098
28,0.21019935798451397,0.9437430786267995
29,0.20551484187356042,0.9461794019933555
30,0.20102513292264612,0.9475083056478405
31,0.19669404655733466,0.9490586932447398
32,0.1925142714191997,0.9506829088224437
33,0.18848769216106886,0.9526024363233666
34,0.18442832369628254,0.9537098560354375
35,0.1807196614844398,0.9558508674787745
36,0.17673934628728374,0.9566629752676264
37,0.17295157006378267,0.9579918789221115
38,0.16943522410941006,0.958656330749354
39,0.16526266925405447,0.9604282022886674
40,0.16146447435956504,0.9615356220007383
41,0.15786883691858655,0.9631598375784423
42,0.15436708746480024,0.9643410852713178
43,0.15057536469007185,0.9656699889258029
44,0.14627035584241624,0.9674418604651163
45,0.14241825021485718,0.9682539682539683
46,0.13873689116675636,0.9691399040236249
47,0.13526188363670072,0.9703949796973053
48,0.13229570453206127,0.9712809154669619
49,0.12921040947468254,0.9723145071982281
50,0.1258782938863957,0.9739387227759321
51,0.12294381316173678,0.9748984865263935
52,0.119634873400301,0.9761535622000739
53,0.11672043775491232,0.9770394979697306
54,0.11390276391515711,0.9778516057585825
55,0.11108083099896214,0.9791805094130676
56,0.10822600216235885,0.9795496493170912
57,0.1059606145013326,0.9802141011443337
58,0.1040384860093241,0.9807308970099667
59,0.10145192995877857,0.9811000369139904
60,0.09936265975199764,0.9823551125876707
