round,exp_train_loss,exp_train_acc,n_clients_used,n_failures
1,1.2210501007753463,0.6863678541170775,4,0
2,0.7652130281585662,0.7775446806793884,4,0
3,0.6492652190949806,0.8124420058901843,4,0
4,0.5915208975809091,0.8320490579739379,4,0
5,0.5480859201414547,0.8491951426150804,4,0
6,0.5118336828011697,0.8625085730423205,4,0
7,0.48018133337420665,0.873804817041191,4,0
8,0.45275767572266523,0.884455561382983,4,0
9,0.4287530499327374,0.8915560576108444,4,0
10,0.40794946399744336,0.8980917416387623,4,0
11,0.3898487210321235,0.9033364263525235,4,0
12,0.37401471525886365,0.9085811110662847,4,0
13,0.3597425893655477,0.912292734094485,4,0
14,0.3470117986237108,0.9166095130511962,4,0
15,0.33487096192897525,0.9197563238794529,4,0
16,0.32382137376720244,0.9238310404647597,4,0
17,0.31362107461337535,0.9267357889216121,4,0
18,0.3039220476162115,0.9294388187356275,4,0
19,0.29488937662519205,0.9314963488925646,4,0
20,0.2865134852068125,0.9342397224351474,4,0
