round,loss_agg,global_loss,global_acc,global_precision_macro,global_f1_macro,unknown_rate_global,exp_loss,exp_acc,private_loss,private_acc,private_to_global_rate,n_results,n_failures
1,1.1268282658860596,1.1268282658860596,0.224739742804654,0.07491324760155134,0.11978026358267085,,1.1268282658373927,0.224739742804654,,,,4,0
2,0.4724611479862779,0.4724611479862779,0.8436415595019392,0.809137594837839,0.8179548425558112,,0.47246114808969486,0.8436415595019392,,,,4,0
3,0.402488551186795,0.402488551186795,0.8526229842825066,0.8312913610407464,0.8428960320320723,,0.40248855114421156,0.8526229842825066,,,,4,0
4,0.36727067753961556,0.36727067753961556,0.8630332720963462,0.8506822763446591,0.8606249243554785,,0.3672706775943657,0.8630332720963462,,,,4,0
5,0.34297312668631713,0.34297312668631713,0.8711982037150439,0.861557816805242,0.8704383023895585,,0.3429731266924005,0.8711982037150439,,,,4,0
6,0.3182275881981285,0.3182275881981285,0.8844662175954277,0.8736961861759939,0.883615471656568,,0.3182275882391911,0.8844662175954277,,,,4,0
7,0.2949486198536801,0.2949486198536801,0.8965094917330068,0.8844950809329158,0.8948332226965986,,0.2949486198095758,0.8965094917330068,,,,4,0
8,0.27518965686673524,0.27518965686673524,0.904470300061237,0.8908982282106424,0.9022285538491324,,0.2751896568697769,0.904470300061237,,,,4,0
9,0.26026872249649413,0.26026872249649413,0.9120228618085323,0.8982889850825678,0.9088594505314339,,0.2602687227208176,0.9120228618085323,,,,4,0
10,0.24948356710515032,0.24948356710515032,0.9159012043274137,0.9033323778016886,0.9129951374502983,,0.24948356713328582,0.9159012043274137,,,,4,0
11,0.24082562520227083,0.24082562520227083,0.9195754235558277,0.9085051733509135,0.9177835095602793,,0.24082562522888548,0.9195754235558277,,,,4,0
12,0.2360533550817,0.2360533550817,0.9216166564605022,0.91098640160455,0.9201451435258904,,0.2360533548847516,0.9216166564605022,,,,4,0
13,0.2291772852495509,0.2291772852495509,0.9234537660747091,0.9132426270623694,0.9220009020242026,,0.22917728503359203,0.9234537660747091,,,,4,0
14,0.22207587066105167,0.22207587066105167,0.9265156154317208,0.9173560256323892,0.9255237988896503,,0.22207587044129073,0.9265156154317208,,,,4,0
15,0.21584774652321273,0.21584774652321273,0.9303939579506022,0.9204977177825432,0.9287918671030435,,0.21584774671711945,0.9303939579506022,,,,4,0
16,0.21157266216375015,0.21157266216375015,0.9316186976934068,0.9207247210817083,0.9293455614867573,,0.21157266233560473,0.9316186976934068,,,,4,0
17,0.2080975555771839,0.2080975555771839,0.9332516840171463,0.9215599600422587,0.9310815267204463,,0.20809755540761057,0.9332516840171463,,,,4,0
18,0.20435071607973143,0.20435071607973143,0.9340681771790161,0.9223686604772657,0.932091475219243,,0.20435071588240283,0.9340681771790161,,,,4,0
19,0.19958288051951453,0.19958288051951453,0.9346805470504185,0.9229195680637414,0.9325214673340934,,0.19958288032712865,0.9346805470504185,,,,4,0
20,0.19597026580964333,0.19597026580964333,0.9371300265360277,0.924811544586407,0.9347760805200761,,0.1959702656389294,0.9371300265360277,,,,4,0
21,0.19189551933144816,0.19189551933144816,0.9385588895692999,0.9261788085102405,0.9360915733665787,,0.19189551952877676,0.9385588895692999,,,,4,0
22,0.18934678179090247,0.18934678179090247,0.9401918758930394,0.9277627062649731,0.9374964563830642,,0.18934678201104363,0.9401918758930394,,,,4,0
23,0.18719316556451682,0.18719316556451682,0.941416615635844,0.9295344312376497,0.9389160970660292,,0.18719316536718822,0.941416615635844,,,,4,0
24,0.1849591187463072,0.1849591187463072,0.9420289855072463,0.9305072993051681,0.9394685965949263,,0.1849591189153102,0.9420289855072463,,,,4,0
25,0.18228198792599104,0.18228198792599104,0.943253725250051,0.9321861270987076,0.9407706486929427,,0.1822819881459421,0.943253725250051,,,,4,0
26,0.17983815779564072,0.17983815779564072,0.9434578485405185,0.9330609219011361,0.9415231365740403,,0.17983815798935732,0.9434578485405185,,,,4,0
27,0.17749353863171427,0.17749353863171427,0.9440702184119208,0.9329220794685064,0.9416752276527901,,0.17749353852297442,0.9440702184119208,,,,4,0
28,0.17464805236115716,0.17464805236115716,0.9454990814451929,0.9342769707113618,0.9429608872625734,,0.17464805236020664,0.9454990814451929,,,,4,0
29,0.17184223122665213,0.17184223122665213,0.9465196978975301,0.9351410383050442,0.9438829211398716,,0.17184223133691282,0.9465196978975301,,,,4,0
