round,exp_train_loss,exp_train_acc,n_clients_used,n_failures
1,1.1036629848272077,0.6788639206035422,4,0
2,0.9786564422201052,0.67301407996127,4,0
3,0.909492831640978,0.7090813733005205,4,0
4,0.8333771626835906,0.7419615120829467,4,0
5,0.7683052270528447,0.7651994997377658,4,0
6,0.7127817808300065,0.7851293016500585,4,0
7,0.6650364961830274,0.8050187598337838,4,0
8,0.6235001285983088,0.820994876346472,4,0
9,0.5869926185434197,0.8330173074595554,4,0
10,0.5547928586869731,0.8439101141727519,4,0
11,0.5263306272488207,0.852624359543309,4,0
12,0.5009208994399026,0.8610965425424618,4,0
13,0.4781329366293383,0.8689232258845363,4,0
14,0.45784414273476637,0.8755395973695889,4,0
15,0.43935506031991456,0.8808246258119176,4,0
16,0.422497579985486,0.8851817484971961,4,0
17,0.4073298402305243,0.8901036833824182,4,0
18,0.39307967435466223,0.8938153064106185,4,0
19,0.37987337878327326,0.8976883043530883,4,0
20,0.3673669245001932,0.901440271109856,4,0
