round,exp_train_loss,exp_train_acc,n_clients_used,n_failures
1,0.7246385238379351,0.7678179684709964,4,0
2,0.5021670314540219,0.855007397581756,4,0
3,0.3806629869983328,0.8931687158818428,4,0
4,0.3197783757354476,0.9084230396408347,4,0
5,0.28253891277946347,0.919697974593133,4,0
6,0.25612826431903246,0.9282179480638743,4,0
7,0.23669999417167106,0.9345951737156267,4,0
8,0.22111861707323285,0.9383704913014642,4,0
9,0.20851448110213214,0.9426559869394419,4,0
10,0.19769855275405018,0.9462782511096373,4,0
11,0.18796536733641667,0.9503086577215448,4,0
12,0.17907092300208088,0.953216672618744,4,0
13,0.17076368538933526,0.956175705321157,4,0
14,0.16330892162248406,0.9585225243610019,4,0
15,0.1562012175394454,0.9614305392582011,4,0
16,0.14953628263337096,0.9638793939084741,4,0
17,0.1430253995344226,0.9659201061170348,4,0
18,0.13696303099675508,0.9681138717412376,4,0
19,0.13106875870889786,0.9702056017550125,4,0
20,0.12553182996134404,0.971685118106219,4,0
21,0.12005269481061606,0.9736748125095659,4,0
22,0.11480137761318314,0.9745931330034182,4,0
23,0.10956452991365839,0.9758175603285547,4,0
24,0.10465045192092999,0.9774501300954033,4,0
25,0.09991965695185906,0.979337788888322,4,0
26,0.0954556462600273,0.9807662874343146,4,0
27,0.09102986390141238,0.9827049640324473,4,0
28,0.08684271527727462,0.9840314269680118,4,0
29,0.08286323917200165,0.9849497474618641,4,0
30,0.07914490405110737,0.9859701035661446,4,0
31,0.07558660368745304,0.9867863884495689,4,0
32,0.0722313697326469,0.9875006377225651,4,0
33,0.06899237827076736,0.9880618335799194,4,0
34,0.06592173443188348,0.9887760828529156,4,0
35,0.06289281119263168,0.9892352430998419,4,0
36,0.06018716862849413,0.9898984745676241,4,0
37,0.05756296958860044,0.9909698484771186,4,0
38,0.055054779452523156,0.9914290087240447,4,0
39,0.05295442083024139,0.9921942758022549,4,0
40,0.05111117843609984,0.9925003826335391,4,0
41,0.04938309538841394,0.9929595428804653,4,0
42,0.04745411186274104,0.9935207387378195,4,0
43,0.04600039628080571,0.9939798989847457,4,0
44,0.04490279665121633,0.9941329524003877,4,0
45,0.043363077969920685,0.9942349880108158,4,0
46,0.0413712997883679,0.994847201673384,4,0
47,0.0398247422473039,0.9954594153359523,4,0
48,0.04517641036061996,0.9943370236212438,4,0
49,0.044056301458421016,0.9941839702056018,4,0
50,0.03688199340997193,0.9962757002193766,4,0
51,0.034616705714060475,0.9964287536350186,4,0
52,0.03335712986977021,0.9968879138819448,4,0
53,0.037265461506174255,0.9965818070506607,4,0
54,0.037747612462357326,0.9957655221672363,4,0
55,0.03210410093073062,0.9965818070506607,4,0
56,0.029769294814208418,0.9970409672975868,4,0
57,0.03424512540461063,0.9966328248558747,4,0
58,0.03543573831035622,0.9960716289985205,4,0
59,0.040036961850023874,0.9952043263098822,4,0
60,0.04793133977923194,0.9946941482577419,4,0
