round,exp_train_loss,exp_train_acc,n_clients_used,n_failures
1,0.9471655818048106,0.6894126207705057,4,0
2,0.7090104970445955,0.777135465092776,4,0
3,0.5768110127747239,0.8216841169098921,4,0
4,0.506351993335461,0.8426648340542507,4,0
5,0.45986329563021994,0.857258357925375,4,0
6,0.42460240569215213,0.8694667906375065,4,0
7,0.39524381407689235,0.8830496826616,4,0
8,0.3703659009460239,0.8907304846990338,4,0
9,0.34912108760267613,0.8986942636536362,4,0
10,0.3306717226816302,0.9056069854873267,4,0
11,0.31466906451481874,0.9103367425314306,4,0
12,0.3005262707418934,0.9154707523143469,4,0
13,0.28800434739409,0.9191494522375389,4,0
14,0.27701122402679795,0.9218579455875814,4,0
15,0.26684619853153385,0.9255366455107733,4,0
16,0.25745330139372363,0.9289323685167967,4,0
17,0.2491182817258602,0.9316812871407204,4,0
18,0.24099905528066404,0.934066378299713,4,0
19,0.23382991786755394,0.9367344463758742,4,0
20,0.22689767057134755,0.9387557100699357,4,0
