round,exp_train_loss,exp_train_acc,n_clients_used,n_failures
1,0.7237763445852703,0.7702158053160553,4,0
2,0.5107699584986177,0.8526095607366971,4,0
3,0.3897493156214331,0.8873016682822304,4,0
4,0.3285198079626522,0.9034743125350747,4,0
5,0.29024701013238957,0.9154634967603694,4,0
6,0.26341706838594287,0.9239834702311106,4,0
7,0.24324404826634552,0.9302586602724351,4,0
8,0.2269920185998954,0.9359726544564053,4,0
9,0.21368676041937637,0.9395439008213866,4,0
10,0.20236620249267648,0.9444926279271466,4,0
11,0.19250588230098803,0.9479108208764859,4,0
12,0.18355228762103826,0.9511249426049692,4,0
13,0.1752036373339516,0.9536758328656701,4,0
14,0.16758221330960352,0.9567369011785113,4,0
15,0.16031493164755167,0.9596959338809244,4,0
16,0.1535294688776235,0.9615325748686292,4,0
17,0.14722202142007704,0.963675322687618,4,0
18,0.1412364699759536,0.9653078924544666,4,0
19,0.13562413182686034,0.9678587827151676,4,0
20,0.13024436812099982,0.9698994949237284,4,0
