class_idx,class_name,precision,recall,f1,auc_roc,auprc
0,COVID,0.8490566037735849,0.9375,0.8910891089108911,0.9551776960784315,0.8936279346539562
1,NORMAL,0.8930232558139535,0.9320388349514563,0.9121140142517815,0.9862386328691297,0.9701199910810893
2,PNEUMONIA,0.9940476190476191,0.8267326732673267,0.9027027027027027,0.9586977756071571,0.9480560367410199
