round,exp_train_loss,exp_train_acc,n_clients_used,n_failures
1,1.0070042859579331,0.6971338480818208,4,0
2,0.7253548567377095,0.7748312244815458,4,0
3,0.6054550269756802,0.8123054533694466,4,0
4,0.5422755752855001,0.8300521486033068,4,0
5,0.495977091601061,0.8464243845252052,4,0
6,0.45660396910655393,0.8623923677082912,4,0
7,0.42220493464940345,0.877268868496584,4,0
8,0.3925718402161495,0.8874560375146542,4,0
9,0.36728587505727006,0.8952985406476129,4,0
10,0.34592699415747746,0.9035048712455027,4,0
11,0.32719394577579847,0.9085176052067753,4,0
12,0.3110337190855006,0.9148643732061285,4,0
13,0.2964912172438989,0.9193920038808263,4,0
14,0.28407980270246136,0.9227473016129685,4,0
15,0.2728293361176538,0.9265472773578041,4,0
16,0.262721747915648,0.9302259772809961,4,0
17,0.2533462766277673,0.9335004244653757,4,0
18,0.2446495108560915,0.9356025387071998,4,0
19,0.2365996585216518,0.9381493309617173,4,0
20,0.22924290261790714,0.9408578243117597,4,0
21,0.22199548494944074,0.9426365363625339,4,0
22,0.21523617687877772,0.9445365242349517,4,0
23,0.20899244209166948,0.9462343857379634,4,0
24,0.2027855068978315,0.9483364999797874,4,0
25,0.1970280521382989,0.950559890043255,4,0
26,0.19142799462180202,0.9524598779156729,4,0
27,0.18625589239436244,0.9538343372276347,4,0
28,0.18121203746229944,0.9552492218134778,4,0
29,0.17621921265391108,0.9573109107814205,4,0
30,0.1715579386747819,0.9588066459150261,4,0
31,0.16706605029220534,0.9601406799531067,4,0
32,0.1627976510559459,0.9614342887173061,4,0
33,0.15852885319856497,0.9630512996725553,4,0
34,0.15426717357978892,0.9643449084367547,4,0
35,0.1504677550740097,0.9652342644621418,4,0
36,0.14628927752314763,0.9667299995957472,4,0
37,0.14238067624519193,0.9678214819905405,4,0
38,0.1386177965375514,0.9689938149330962,4,0
39,0.13476682084085048,0.9704491247928204,4,0
40,0.13136949665477288,0.9716214577353761,4,0
41,0.12781148600930162,0.9725916643085257,4,0
42,0.12436530018475227,0.9738852730727251,4,0
43,0.12117862370812878,0.974936330193637,4,0
44,0.11812978481614318,0.9760682378623116,4,0
45,0.11507990156890814,0.9768363180660549,4,0
46,0.11184547048465833,0.9778873751869669,4,0
47,0.10866857147679397,0.978776731212354,4,0
48,0.10602285275406699,0.9791001334034038,4,0
49,0.1028540877298892,0.9802320410720783,4,0
50,0.09988890727419072,0.9809192707280592,4,0
51,0.09854309876364432,0.9816065003840401,4,0
52,0.0942125418565858,0.9827788333265958,4,0
53,0.09213223477656704,0.983344787160933,4,0
54,0.09271203416613165,0.9839511662691515,4,0
55,0.08977587672302703,0.9850022233900635,4,0
56,0.0844829088240082,0.9862149816065003,4,0
57,0.08221965036848349,0.9865788090714315,4,0
58,0.07917181634441559,0.9876298661923435,4,0
59,0.07665185795159989,0.9884787969438493,4,0
60,0.07499387912507866,0.988600072765493,4,0
