round,loss_agg,global_loss,global_acc,global_precision_macro,global_f1_macro,unknown_rate_global,exp_loss,exp_acc,private_loss,private_acc,private_to_global_rate,n_results,n_failures
1,0.950756347781901,0.950756347781901,0.5679941420904271,0.6214787197557083,0.5490465301998471,,1.3208292911840491,0.4809962801229177,,,,4,0
2,0.46139580426714205,0.46139580426714205,0.8368389962773921,0.8045969919434323,0.801592098068499,,0.7544372260869369,0.7441371502506874,,,,4,0
3,0.39037817116837803,0.390378171168378,0.8557881529057665,0.8344024494627305,0.8356182540048287,,0.6685145179512585,0.7716318939026363,,,,4,0
4,0.35040683331306716,0.35040683331306716,0.865759479340319,0.8477697190017122,0.8496157868465183,,0.6204540448972135,0.7863496684457383,,,,4,0
5,0.32167168292749604,0.32167168292749604,0.876184075013998,0.8606173973663744,0.8640064632229413,,0.5819499440624956,0.8034934497816594,,,,4,0
6,0.29666010810680493,0.296660108106805,0.8897736630014865,0.875068235999441,0.8785664142532118,,0.5470768533672365,0.8225780365518357,,,,4,0
7,0.27497562997789293,0.27497562997789293,0.9004799439368034,0.8850508791338072,0.8894678050368858,,0.5185340883458233,0.8360019408054342,,,,4,0
8,0.2566580102212598,0.2566580102212598,0.907392623075051,0.8922443977417143,0.8960331367586529,,0.494345968769637,0.8453825004043345,,,,4,0
9,0.24085162803991683,0.24085162803991683,0.9142528161720987,0.9004932302702322,0.9038482590034131,,0.47384495894464834,0.8537926572861071,,,,4,0
10,0.22709829025774025,0.22709829025774025,0.9197910690930552,0.9045739320063986,0.9085917807604726,,0.45549405892621336,0.8591298722303089,,,,4,0
11,0.2148287387156567,0.2148287387156567,0.9274854609592885,0.914246613465772,0.9182991689795443,,0.43808014868464445,0.8670548277535177,,,,4,0
12,0.2030480479258906,0.2030480479258906,0.9325643020578986,0.9189369259525407,0.9227394482419323,,0.42055207044645343,0.8732007116286592,,,,4,0
13,0.1934652700362238,0.19346527003622382,0.9353496861331544,0.9210508607446538,0.9255433232963812,,0.40674679239605727,0.8795083292899887,,,,4,0
14,0.18408895411725287,0.18408895411725287,0.9399083226854035,0.9262829552765622,0.9309108179648795,,0.3930841413512284,0.8832282063723111,,,,4,0
15,0.1758650260040485,0.1758650260040485,0.9452646642936576,0.934209930392242,0.9375439402093834,,0.38056307314548954,0.8879184861717613,,,,4,0
16,0.16911297097476144,0.16911297097476144,0.9470521588753156,0.9358587372708976,0.9394995553015006,,0.37004008885692474,0.8903444929645803,,,,4,0
17,0.16401665611697952,0.16401665611697955,0.9492433010083897,0.93831141164212,0.9412518594822804,,0.3622178690473063,0.8919618308264596,,,,4,0
18,0.15913181070915755,0.15913181070915755,0.9506344572885874,0.9406305149507465,0.9424274528202059,,0.3545565171886947,0.893579168688339,,,,4,0
19,0.15477845710545382,0.15477845710545382,0.9508554032558139,0.9406835819105819,0.9426347778142353,,0.3473990773279419,0.8948730389778424,,,,4,0
20,0.15117826983110202,0.15117826983110205,0.9511640451669066,0.942096791407547,0.943762023608803,,0.3417428915539358,0.8951965065502183,,,,4,0
21,0.14729047090316402,0.147290470903164,0.9522213535564126,0.9432522547492922,0.944724643292634,,0.336161788372022,0.8968138444120977,,,,4,0
22,0.14396992766212635,0.14396992766212635,0.9536332709197428,0.9458927512997289,0.9469221704672017,,0.33163619066156885,0.8987546498463529,,,,4,0
23,0.14025648955461345,0.14025648955461345,0.9545251908980826,0.9466830730933516,0.9477303358944861,,0.3267884095136595,0.8989163836325408,,,,4,0
24,0.13739593126093694,0.13739593126093694,0.9556234378972353,0.9472887701727781,0.9487789416471233,,0.3228388709830769,0.9006954552806081,,,,4,0
25,0.1347767239464739,0.1347767239464739,0.955272483548389,0.9466232466710888,0.9484798860004892,,0.3193445804755359,0.8998867863496685,,,,4,0
26,0.13208815302594537,0.13208815302594537,0.9561147818390191,0.9472489803175508,0.9493191315008545,,0.3155247518170398,0.901018922852984,,,,4,0
27,0.12958333505638145,0.12958333505638145,0.9571188139158371,0.9481715519467888,0.9502961731254843,,0.31223762147712636,0.9015041242115478,,,,4,0
28,0.12746182275594645,0.12746182275594645,0.9572768930770469,0.9486903002089323,0.9512280609127575,,0.3094069161173694,0.9016658579977357,,,,4,0
29,0.12543585652325484,0.12543585652325484,0.9575543935866911,0.9489329334454533,0.9515313619109725,,0.30649268362619847,0.9024745269286754,,,,4,0
30,0.12340804281881586,0.12340804281881586,0.9583722761692104,0.9495120668033972,0.9523809861993227,,0.30390757018548936,0.9031214620734271,,,,4,0
