class_idx,class_name,precision,recall,f1,auc_roc,auprc
0,COVID,0.9913544668587896,0.9717514124293786,0.9814550641940085,0.9991292403541906,0.9981092743692592
1,NORMAL,0.9818731117824774,0.9502923976608187,0.9658246656760773,0.9949464700157221,0.9926714110007504
2,PNEUMONIA,0.9509536784741145,1.0,0.9748603351955307,0.9988513980831933,0.9971825830422022
