class_idx,class_name,precision,recall,f1,auc_roc,auprc
0,COVID,0.9857954545454546,0.980225988700565,0.9830028328611898,0.9983157137367444,0.9950927652524795
1,NORMAL,0.9847094801223242,0.9415204678362573,0.9626307922272048,0.9919975377039089,0.9891669214327268
2,PNEUMONIA,0.9508196721311475,0.997134670487106,0.9734265734265735,0.9978180680433423,0.9949824094557328
