round,exp_train_loss,exp_train_acc,n_clients_used,n_failures
1,1.0284134431756025,0.6750212232687877,4,0
2,0.7372990684905983,0.7684844564821927,4,0
3,0.6142925632439951,0.8060799611917371,4,0
4,0.5491542030792544,0.8279096090876016,4,0
5,0.5008394314826207,0.8465860856207301,4,0
6,0.46049949014580094,0.8623115171605288,4,0
7,0.4261759015568757,0.8741965476816106,4,0
8,0.3970607268205841,0.8843837166996806,4,0
9,0.3724362627885594,0.8934794033229575,4,0
10,0.3515970216738058,0.9006346767999354,4,0
11,0.33369573031530264,0.9060920887739015,4,0
12,0.318028796953792,0.910740995270243,4,0
13,0.3046388351977987,0.9145813962889598,4,0
14,0.29252024337498145,0.9186643489509642,4,0
15,0.2814957351718328,0.92214092250475,4,0
16,0.2714055252453131,0.925132392771961,4,0
17,0.26180778802141164,0.9287706674212718,4,0
18,0.25300611794059963,0.9316004365929579,4,0
19,0.24456942059825848,0.9340259530258318,4,0
20,0.23674015952131514,0.9362897683631807,4,0
