round,exp_loss,exp_acc
1,0.9779138366381327,0.6929563492063492
2,0.7153354750739204,0.7733134920634921
3,0.5479751489465199,0.8244047619047619
4,0.4679764000669358,0.8482142857142857
5,0.41654017756855677,0.8625992063492064
6,0.3792455049734267,0.8764880952380952
7,0.3498085810551568,0.8923611111111112
8,0.326094090228989,0.8993055555555556
9,0.3061600618419193,0.908234126984127
10,0.289087271406537,0.9166666666666666
11,0.27401199830429895,0.9186507936507936
12,0.2610381506974735,0.9221230158730159
13,0.24829699725858748,0.9305555555555556
14,0.23642598045250726,0.9345238095238095
15,0.2251722097160324,0.9384920634920635
16,0.21505112059059597,0.9434523809523809
17,0.20549121960288003,0.9484126984126984
18,0.19671709912400398,0.9499007936507936
19,0.18822486243314213,0.9513888888888888
20,0.18093023851277337,0.9523809523809523
21,0.17388866433785075,0.9553571428571429
22,0.16703837205256736,0.9573412698412699
23,0.16053840559389856,0.9593253968253969
24,0.1543429916694997,0.9598214285714286
25,0.14788632118512715,0.9642857142857143
26,0.14178577520781094,0.96875
27,0.1356165093916749,0.96875
28,0.12927504587504599,0.9697420634920635
29,0.12321174265964636,0.9722222222222222
30,0.11703084166797381,0.9766865079365079
31,0.11227400308208806,0.9796626984126984
32,0.10632578738861614,0.9826388888888888
33,0.09935670484980894,0.9856150793650794
34,0.09462203038117242,0.9875992063492064
35,0.08956120748605047,0.9885912698412699
36,0.08358757360468781,0.9905753968253969
37,0.07850594916159198,0.9905753968253969
38,0.07295304069679881,0.9905753968253969
39,0.06925633925175856,0.9910714285714286
40,0.06470237282060441,0.9920634920634921
41,0.06351877695747785,0.9920634920634921
42,0.057599618262241754,0.9945436507936508
43,0.05931931367469213,0.9930555555555556
44,0.06237358676772269,0.9920634920634921
45,0.052599026289369376,0.9950396825396826
46,0.04997952131643182,0.9955357142857143
47,0.054187762240568794,0.9945436507936508
48,0.06452724500189698,0.9915674603174603
49,0.06701606631811176,0.9905753968253969
50,0.04823152499184722,0.996031746031746
51,0.06782304783839554,0.9890873015873016
52,0.04620426996714539,0.996031746031746
53,0.04248413496783802,0.9965277777777778
54,0.054932105606274,0.9935515873015873
55,0.056185347501129385,0.9900793650793651
56,0.045347159329269617,0.9975198412698413
57,0.05705323833085242,0.9910714285714286
58,0.050849532087643944,0.9945436507936508
59,0.025237920257957683,0.9990079365079365
60,0.044449189707400305,0.9955357142857143
