round,exp_train_loss,exp_train_acc,n_clients_used,n_failures
1,1.2393197126317756,0.6785815145035704,4,0
2,0.7848719770509084,0.7720982773227901,4,0
3,0.6651457915780005,0.8076007584620971,4,0
4,0.6024949743218971,0.8288619034171139,4,0
5,0.5555283892675065,0.8476217372009521,4,0
6,0.5160366214576444,0.8621051357566466,4,0
7,0.48229730416840905,0.8734820672126518,4,0
8,0.45363886346458526,0.8828821559688547,4,0
9,0.42910483450222914,0.89038608948239,4,0
10,0.407541368834038,0.897446241981684,4,0
11,0.38884101540070265,0.9024085205954734,4,0
12,0.37191345164203726,0.9074514866663977,4,0
13,0.3564538645175979,0.9124137652801873,4,0
14,0.34215998060241726,0.916286763222657,4,0
15,0.3290768883058003,0.920280792350829,4,0
16,0.31726055579012685,0.9236696655504901,4,0
17,0.3062917663802461,0.9261709767216686,4,0
18,0.29602222078595436,0.9289143502642514,4,0
19,0.28669917750169577,0.9310929116068907,4,0
20,0.2777934823620001,0.9344414410779844,4,0
