round,exp_train_loss,exp_train_acc,n_clients_used,n_failures
1,0.9387677429097016,0.6938189756235599,4,0
2,0.8079816956571066,0.7286655617091806,4,0
3,0.6744638377834543,0.7922949427982374,4,0
4,0.5751442887313962,0.8236245300561912,4,0
5,0.5099305182944776,0.8453329021304119,4,0
6,0.4638653225025431,0.8608157820269232,4,0
7,0.4275170871523727,0.8738327202166795,4,0
8,0.3980940051818668,0.8830901079354813,4,0
9,0.37362173059569337,0.8923474956542831,4,0
10,0.3533398812048581,0.8995836196790233,4,0
11,0.33657065731292063,0.9046772041880584,4,0
12,0.3213019098680065,0.9102963172575494,4,0
13,0.307573787886245,0.9149856490277721,4,0
14,0.2952699336547575,0.919351578606945,4,0
15,0.2843123056497802,0.9223834741480373,4,0
16,0.2748739700834445,0.9251728180458423,4,0
17,0.26586822553861905,0.928285564134697,4,0
18,0.25748191199639237,0.9309536322108583,4,0
19,0.24959635144997822,0.9338642519303069,4,0
20,0.24238551111679751,0.9363301936370619,4,0
21,0.2355311829154759,0.9385940089744108,4,0
22,0.22921610081663762,0.9411003759550471,4,0
23,0.2230276979437344,0.9431216396491087,4,0
24,0.21726609092401086,0.944940776973764,4,0
25,0.21177570604824902,0.9469216153939443,4,0
26,0.20617362865524191,0.9485790516230748,4,0
27,0.20082825925853257,0.9497513845656305,4,0
28,0.1957349170385037,0.9515300966164045,4,0
29,0.1906412076500936,0.9526620042850791,4,0
30,0.18573842120856499,0.9544407163358531,4,0
31,0.1810415344450281,0.9560981525649836,4,0
32,0.17636518703574305,0.9575130371508267,4,0
33,0.17177734816483872,0.958968347010551,4,0
34,0.1671119763154422,0.9603428063225128,4,0
35,0.16261273716661598,0.9618385414561184,4,0
36,0.15833938714608808,0.9635768282330113,4,0
37,0.1542512966557032,0.9655172413793104,4,0
38,0.14995202198469498,0.9667704248696285,4,0
39,0.14597957309433507,0.9679427578121842,4,0
40,0.14187403539666343,0.9689938149330962,4,0
41,0.13793834995452942,0.9702065731495331,4,0
42,0.13392480623814182,0.970893802805514,4,0
43,0.13019260528435692,0.9725916643085257,4,0
44,0.1268533357404127,0.9735618708816752,4,0
45,0.12347500369882078,0.9743703763592998,4,0
46,0.12008778843352912,0.975623559849618,4,0
47,0.11679208040991235,0.9769575938876985,4,0
48,0.11381792060009975,0.978251202651898,4,0
49,0.11076871390643958,0.9788575817601164,4,0
50,0.10706608561911049,0.980191615798197,4,0
51,0.10388077699815018,0.9814447992885151,4,0
52,0.10082569316051536,0.9822937300400211,4,0
53,0.09831474626846225,0.9830213849698831,4,0
54,0.09593232955430685,0.9843149937340826,4,0
55,0.09369815338653578,0.9844362695557263,4,0
56,0.0911180878351512,0.9852447750333508,4,0
57,0.09083908018375401,0.9857298783199256,4,0
58,0.08817892355561484,0.9860937057848567,4,0
59,0.08689794319248446,0.9869830618102438,4,0
60,0.08433483991903407,0.9861341310587379,4,0
