round,loss_agg,global_loss,global_acc,global_precision_macro,global_f1_macro,unknown_rate_global,exp_loss,exp_acc,private_loss,private_acc,private_to_global_rate,n_results,n_failures
1,0.9854796780095807,0.9854796780095809,0.46254623615578466,0.29002698754715334,0.27700800921046853,,1.2508175690621788,0.4078926087659712,,,,4,0
2,0.8775232075244536,0.8775232075244536,0.6346708398826021,0.6326822672605045,0.5554761933566665,,1.1332767725029405,0.5612162380721333,,,,4,0
3,0.845280521123416,0.845280521123416,0.6730975374569149,0.6382703057988203,0.6172454602821543,,1.1725313451015196,0.5631570435063885,,,,4,0
4,0.8223543613078149,0.8223543613078149,0.6881712948721841,0.6446266042907118,0.6344908469342685,,1.2020428481850831,0.5615397056445092,,,,4,0
5,0.819764175400959,0.819764175400959,0.6944675472994151,0.6515494301850194,0.6413612094034301,,1.2380252882209233,0.5597606339964418,,,,4,0
6,0.7956591150622139,0.7956591150622139,0.70776703916225,0.6645518326069743,0.65439237705169,,1.2364438510376834,0.5688177260229662,,,,4,0
7,0.7663103946577333,0.7663103946577333,0.730410686411661,0.6876528921341946,0.6743567712414429,,1.207802735745049,0.5874171114345786,,,,4,0
8,0.7511140363937212,0.7511140363937212,0.7429194060731991,0.7003906560061943,0.6860490368250897,,1.1979976938358117,0.5977680737506065,,,,4,0
9,0.7449436642895444,0.7449436642895444,0.753513692946817,0.7089799634393572,0.6954262248964743,,1.200993048360042,0.6037522238395601,,,,4,0
10,0.7340507610689573,0.7340507610689574,0.7631372532446604,0.7204457988523967,0.7076136664537054,,1.1908095278786972,0.6126475820798964,,,,4,0
11,0.7062674888654695,0.7062674888654695,0.7757186360274112,0.7347208324051941,0.7185729507872837,,1.1509239878369906,0.6257480187611192,,,,4,0
12,0.6663856146117757,0.6663856146117757,0.7896995343097759,0.7556837484232432,0.732370793150163,,1.103068751288563,0.6422448649522885,,,,4,0
13,0.6529581497014024,0.6529581497014024,0.7932616556430346,0.7625309424786255,0.7355057561208891,,1.0871679068151539,0.6467734109655507,,,,4,0
14,0.6410832714941144,0.6410832714941144,0.7997614219346868,0.7731660129468504,0.7438689162311983,,1.0765767936835335,0.6556687692058871,,,,4,0
15,0.6322084497050703,0.6322084497050703,0.8068125341741484,0.7837027881450619,0.7518111014321596,,1.0706238815858875,0.6597121138605855,,,,4,0
16,0.6187175535884816,0.6187175535884816,0.8109834638594011,0.7906216330789869,0.7564420966274916,,1.0629880161765861,0.6621381206534045,,,,4,0
17,0.6068066196082909,0.6068066196082909,0.8156853548045787,0.7981641471023376,0.7627005584247859,,1.054567585779243,0.6656962639495391,,,,4,0
18,0.59231837899696,0.59231837899696,0.8209556981557203,0.8059693137307488,0.7690090191191682,,1.047413248605526,0.668284004528546,,,,4,0
19,0.5881632202620958,0.5881632202620958,0.8228149493363272,0.8078065264720032,0.7724318284957159,,1.0501799750401328,0.6702248099628012,,,,4,0
20,0.5846766067693473,0.5846766067693473,0.8250080484076261,0.8094661781644885,0.7752050471376586,,1.0571672131323842,0.6703865437489892,,,,4,0
21,0.5733379670201403,0.5733379670201403,0.83133374365655,0.8203799157665653,0.7854883825750181,,1.053284180042872,0.6742681546174996,,,,4,0
22,0.5704994253461685,0.5704994253461685,0.8328600543617308,0.8231053352571642,0.789076299736156,,1.0535425488354606,0.6765324276241307,,,,4,0
23,0.563656831221832,0.563656831221832,0.8334604388871324,0.8238629479619033,0.7905753777978167,,1.0559594165193364,0.6758854924793789,,,,4,0
24,0.5651097569198986,0.5651097569198987,0.835384461275379,0.8253568945600311,0.7922487532531963,,1.067099509300122,0.6752385573346272,,,,4,0
25,0.5497977013842272,0.5497977013842272,0.8362517592772393,0.8281800609237497,0.7943652742021737,,1.0480681831409067,0.6768558951965066,,,,4,0
26,0.5480904262558933,0.5480904262558933,0.8403927133347779,0.8329682994687594,0.799440382342556,,1.0587182441576002,0.6792819019893256,,,,4,0
27,0.5340303595547268,0.5340303595547268,0.8430236733203031,0.8357567097332178,0.8031428939316448,,1.0473770480720468,0.6820313763545205,,,,4,0
28,0.5260336953283353,0.5260336953283353,0.8444111754220235,0.8376235240466223,0.804967030657732,,1.0466945124216187,0.6826783114992722,,,,4,0
29,0.5219293355476051,0.5219293355476051,0.847010993559599,0.8402856526809078,0.8069101159789799,,1.0481156204754378,0.6851043182920912,,,,4,0
30,0.5239782387242078,0.5239782387242078,0.8482336903602712,0.842587808251313,0.8090532820663627,,1.0580023602145245,0.6844573831473395,,,,4,0
31,0.5244631269760869,0.5244631269760869,0.8487390696918499,0.8432329005467624,0.8109697855800887,,1.069070827752742,0.6836487142163998,,,,4,0
32,0.5270859994051895,0.5270859994051895,0.8477375255732736,0.8412213691920877,0.8102976593589634,,1.082899843510852,0.683001779071648,,,,4,0
33,0.5289466951272006,0.5289466951272006,0.8499323223313261,0.8439254876336714,0.8126233663203138,,1.098576250641974,0.6828400452854602,,,,4,0
34,0.5316426389692344,0.5316426389692342,0.85104290703352,0.8442632281605156,0.8132005649634341,,1.1118816293483218,0.683163512857836,,,,4,0
35,0.5372915325472329,0.537291532547233,0.8516609811271937,0.8433440351900774,0.814825839834467,,1.1283993997871538,0.6821931101407084,,,,4,0
36,0.5388293647176422,0.5388293647176422,0.8521915659918706,0.8431615723331829,0.8152854392307655,,1.1393676825601577,0.6834869804302118,,,,4,0
37,0.5443421200245598,0.5443421200245598,0.8521871210954042,0.8425228284018236,0.8162951906390695,,1.1514082241266574,0.683001779071648,,,,4,0
38,0.5513140141168921,0.5513140141168921,0.8513027170818902,0.8408526574951858,0.8151542734441477,,1.1630646526649626,0.683001779071648,,,,4,0
39,0.556510872224786,0.556510872224786,0.851920791622065,0.8425344535656066,0.8149790776823527,,1.1715995236428718,0.683001779071648,,,,4,0
40,0.5652602999182418,0.5652602999182417,0.8511558089569855,0.8410409771085853,0.8138661850157171,,1.1848117280465276,0.6825165777130843,,,,4,0
41,0.5722929420845438,0.5722929420845438,0.8517671573573216,0.842632017159738,0.8141051268703285,,1.1934477902241516,0.6836487142163998,,,,4,0
