round,exp_loss,exp_acc
1,0.8725496271079913,0.6943521594684385
2,0.6843145398690543,0.7674418604651163
3,0.5997832301007113,0.7961609449981543
4,0.5492013314435649,0.8126984126984127
5,0.5098843949621742,0.8292358803986711
6,0.47569001605696415,0.8432631967515688
7,0.44559539515688745,0.8558139534883721
8,0.41882229768270585,0.8670358065706902
9,0.3945819472168679,0.8770025839793282
10,0.37303578700030054,0.8857881136950905
11,0.35384340566511124,0.8925802879291251
12,0.33682499771993424,0.8992248062015504
13,0.321810581553528,0.9056478405315614
14,0.3087453634998991,0.9093392395717977
15,0.29706882813477176,0.9125138427464009
16,0.28654700814164974,0.9152454780361757
17,0.2773255939958785,0.9179032853451458
18,0.2691318093905285,0.9195275009228497
19,0.2611578816286023,0.9231450719822812
20,0.2539221178543616,0.9260243632336655
21,0.24718222681222565,0.9286083425618309
22,0.2408779844476667,0.9308970099667774
23,0.23495734942909888,0.9328165374677002
24,0.22916660066082079,0.9356220007382798
25,0.22391642964193745,0.9378368401624215
26,0.21862168871663887,0.9399040236249538
27,0.21381940075246864,0.9418973791066815
28,0.2091145015566793,0.9435954226651901
29,0.2044966380849299,0.9449981543004798
30,0.2005477604626421,0.9467700258397933
31,0.19592322858718103,0.9483942414174973
32,0.19180423001816854,0.9495016611295681
33,0.18729522005053587,0.9509782207456626
34,0.18324314492334184,0.952233296419343
35,0.1791123204499802,0.9537836840162421
36,0.17507797071518394,0.9554817275747508
37,0.17129396654338183,0.9566629752676264
38,0.1675400012388314,0.9584348468069398
39,0.16378585825113517,0.959468438538206
40,0.16037021589975278,0.9607235142118863
41,0.15671156875399997,0.962421557770395
42,0.15299867805947498,0.9639719453672942
43,0.14952712658546582,0.9648578811369509
44,0.14633765345299737,0.9658176448874123
45,0.1432516711998845,0.9672203765227021
46,0.14006591579952818,0.9685492801771871
47,0.13707052843329617,0.9690660760428202
48,0.1339904911429702,0.9696566998892581
49,0.1312191455114128,0.9703949796973053
50,0.12797080239404135,0.9717238833517903
51,0.12475797695198175,0.9729789590254706
52,0.12187847892171746,0.9734957548911037
53,0.11896984985963902,0.9748246585455888
54,0.11617380018635137,0.9757105943152454
55,0.11356833340038383,0.9768918420081211
56,0.11052468211186212,0.9776301218161684
57,0.10948581744625549,0.9781469176818014
58,0.10579262362850157,0.9787375415282392
59,0.1024889213824765,0.9804355850867479
60,0.09982868401548901,0.9808047249907715
