round,exp_train_loss,exp_train_acc,n_clients_used,n_failures
1,0.9515511037393825,0.6881190120063063,4,0
2,0.8212270761488442,0.7215911387799653,4,0
3,0.6828170667596,0.7857056231555969,4,0
4,0.5789346993403229,0.8204713586934551,4,0
5,0.5127030857943167,0.8415329263855763,4,0
6,0.4644111179674665,0.8571775073776124,4,0
7,0.42616913087451286,0.8708816752233496,4,0
8,0.39602242574272223,0.8802603387637952,4,0
9,0.37117150693369233,0.8889113473743785,4,0
10,0.3506950697276434,0.8964708735901685,4,0
11,0.3330005681601604,0.9020495613857784,4,0
12,0.3173717853666321,0.906900594251526,4,0
13,0.30345779392104305,0.9125601325948983,4,0
14,0.2907948188552086,0.9166026599830214,4,0
15,0.2795424538897529,0.9206856126450257,4,0
16,0.2691820058618496,0.9237579334599992,4,0
17,0.2596999903425575,0.9267494037272103,4,0
18,0.25110014229073174,0.9299430003638275,4,0
19,0.24286786480089367,0.9328940453571573,4,0
20,0.23526802641866798,0.9352791365161499,4,0
