round,exp_train_loss,exp_train_acc,n_clients_used,n_failures
1,0.9356721728304033,0.6974168249989894,4,0
2,0.8078707823693312,0.7273719529449812,4,0
3,0.6806144007735502,0.7874843352063711,4,0
4,0.5786463588930378,0.8205926345150988,4,0
5,0.5115933170344915,0.8427861098758944,4,0
6,0.4636380000809254,0.8587945183328617,4,0
7,0.4268918052937974,0.8720944334397865,4,0
8,0.3977610837438823,0.8819986255406881,4,0
9,0.3741354659442475,0.8898007033997656,4,0
10,0.3541829923125884,0.8969559768767433,4,0
11,0.33714646346710164,0.901807009742491,4,0
12,0.32236838094113346,0.9075878239075069,4,0
13,0.3098528032204764,0.9115090754739863,4,0
14,0.2991200060737522,0.9147430973844848,4,0
15,0.2888645277173622,0.9180579698427457,4,0
16,0.2796477104625325,0.9215749686704128,4,0
17,0.2709556712990385,0.9251728180458423,4,0
18,0.26303928411583527,0.9282047135869346,4,0
19,0.255553137647003,0.930751505841452,4,0
20,0.24855541544832557,0.9328536200832761,4,0
