round,exp_loss,exp_acc
1,1.190608363170071,0.7696444577233343
2,0.9930180907071366,0.7349865551239916
3,0.7896161439492163,0.7971317597848819
4,0.6396791816185152,0.8344786375858978
5,0.5453221131909738,0.8577830893337317
6,0.47943985187049265,0.8786973409023006
7,0.4299967148551878,0.8921422169106663
8,0.39254148686006957,0.903196892739767
9,0.3633440640797571,0.9109650433223783
10,0.33954573624127654,0.9163429937257245
11,0.3207652485117757,0.9214221691066626
12,0.3040789003768607,0.9265013444876008
13,0.29011679884388014,0.929190319689274
14,0.27812623948722515,0.9321780699133553
15,0.2679418681502734,0.9363609202270691
16,0.2591299850138615,0.9381535703615178
17,0.25101335476699926,0.9405437705407828
18,0.2432201002065837,0.943232745742456
19,0.23567974427617555,0.9456229459217209
20,0.22914530552783438,0.9471168210337616
21,0.22301125125739693,0.9483119211233941
22,0.21698048202393835,0.9510008963250672
23,0.21149892513346666,0.9536898715267403
24,0.2064466856827407,0.9545861965939647
25,0.2012857989273678,0.9557812966835972
26,0.19637863000079628,0.9584702718852703
27,0.191133403928557,0.9584702718852703
28,0.1858899156291128,0.959964146997311
29,0.1808767984692182,0.9620555721541679
30,0.17653549940266608,0.9635494472662085
31,0.17240517773235026,0.9635494472662085
32,0.16791538092799424,0.9665371974902898
33,0.1638749833267448,0.9671347475351061
34,0.1599410534270101,0.9674335225575142
35,0.15598030662159085,0.9683298476247386
36,0.15189524447700675,0.969226172691963
37,0.14794937202226663,0.9704212727815955
38,0.1442409429686939,0.9713175978488199
39,0.14057811865182931,0.9719151478936361
40,0.13669828887809593,0.974006573050493
41,0.13326456086347807,0.9746041230953092
42,0.12973244934784395,0.9746041230953092
43,0.12603983745615555,0.976396773229758
44,0.12216982664832579,0.978786973409023
45,0.11825780075768018,0.9805796235434717
46,0.11432213950618403,0.9808783985658799
47,0.11028598438617825,0.9829698237227368
48,0.10657513493458869,0.9844636988347775
49,0.10281369909043094,0.9850612488795937
50,0.09899854305424831,0.9868538990140424
51,0.09558414356643348,0.9880489991036749
52,0.09215409814040358,0.9880489991036749
53,0.08905151140413375,0.9895428742157155
54,0.08584346991975093,0.9901404242605318
55,0.08325036763443693,0.9910367493277562
56,0.08043143313911234,0.9913355243501644
57,0.077701191903986,0.9916342993725724
58,0.07533065956124876,0.9928293994622049
59,0.07278542974888655,0.9934269495070213
60,0.07110869420805296,0.9940244995518375
