round,exp_loss,exp_acc
1,0.9605548220967489,0.7078373015873016
2,0.6970533510995289,0.7762896825396826
3,0.5431410457406726,0.8229166666666666
4,0.46435766347817015,0.8467261904761905
5,0.41508972526542726,0.8695436507936508
6,0.38148869124669876,0.8794642857142857
7,0.3546984855617796,0.8938492063492064
8,0.3326688146307355,0.8978174603174603
9,0.3139712498301551,0.9052579365079365
10,0.29688683506988345,0.910218253968254
11,0.2814476324452294,0.9166666666666666
12,0.266735833788675,0.9216269841269841
13,0.25345460668442743,0.9265873015873016
14,0.24105565202614618,0.9305555555555556
15,0.22953088865393684,0.9345238095238095
16,0.2185813630857165,0.935515873015873
17,0.20763724853122045,0.939484126984127
18,0.19809124973558245,0.9434523809523809
19,0.1892198392796138,0.9464285714285714
20,0.18084979624975295,0.9499007936507936
