class_idx,class_name,precision,recall,f1,auc_roc,auprc
0,COVID,0.95,0.8962264150943396,0.9223300970873787,0.9966134494436382,0.9867439334139585
1,NORMAL,0.93125,0.6367521367521367,0.7563451776649747,0.9499844913151365,0.915818165213686
2,PNEUMONIA,0.8212765957446808,0.9897435897435898,0.8976744186046511,0.9718401206636501,0.9716055533994016
