round,exp_train_loss,exp_train_acc,n_clients_used,n_failures
1,1.097392531700756,0.6945979747448259,4,0
2,0.9744162592056534,0.6808004195747771,4,0
3,0.9112944226286211,0.7089603421148183,4,0
4,0.8352880994068463,0.7379674829547747,4,0
5,0.7663054163931993,0.7659256868519788,4,0
6,0.7074011038214374,0.7883164562068826,4,0
7,0.6581137721187558,0.8058256344051318,4,0
8,0.6160187575354882,0.8210352200750394,4,0
9,0.5797894530618408,0.8344293379594142,4,0
10,0.5484863077382973,0.8461693629725259,4,0
11,0.5208126685925181,0.8543994836002743,4,0
12,0.4960018263296914,0.8628716665994272,4,0
13,0.47339916096149365,0.8696897567273167,4,0
14,0.4533506517683305,0.876467503126639,4,0
15,0.43495827964924666,0.8823980312260459,4,0
16,0.417553498801763,0.8882882155968854,4,0
17,0.401298845745841,0.8927260257392988,4,0
18,0.38624734531148863,0.8972041796102795,4,0
19,0.37218894399096875,0.9011982087384516,4,0
20,0.3589321552500878,0.9054746439665954,4,0
