round,loss,accuracy
1,1.0395096926128162,0.9384191176470589
2,0.9301937993835,0.9604779411764706
3,0.8408986075836069,0.96875
4,0.7652399934390012,0.9696691176470589
5,0.7041225196684108,0.96875
6,0.6578929845024558,0.9678308823529411
7,0.6236647954758476,0.9678308823529411
8,0.5965883499559235,0.9696691176470589
9,0.5735450838418568,0.96875
10,0.5501933251233662,0.9678308823529411
11,0.5274523755206781,0.96875
12,0.5090599195922122,0.9650735294117647
13,0.4904480379293947,0.96875
14,0.47328012655763063,0.9696691176470589
15,0.4592641609556535,0.9669117647058824
16,0.4447048626401845,0.9669117647058824
17,0.4323749949826914,0.9650735294117647
18,0.41915179920547146,0.9650735294117647
19,0.4070795239771114,0.9659926470588235
20,0.39333462539841146,0.9641544117647058
21,0.38231191477354837,0.9650735294117647
22,0.37094318406546817,0.9641544117647058
23,0.36115166895529804,0.9641544117647058
24,0.3521578907966614,0.9641544117647058
25,0.346025972681887,0.9650735294117647
26,0.33675792068243027,0.9659926470588235
27,0.32890665772206645,0.9659926470588235
28,0.31974463164806366,0.9650735294117647
29,0.31308339821065173,0.9659926470588235
30,0.3061179761939189,0.9659926470588235
31,0.29860660455682697,0.9678308823529411
32,0.29119385537855763,0.9669117647058824
33,0.2851439908365993,0.96875
34,0.2788799458785969,0.9696691176470589
35,0.2726296677308924,0.9696691176470589
36,0.2674064721693011,0.9715073529411765
37,0.2603372228057945,0.9715073529411765
38,0.25488099061390934,0.9733455882352942
39,0.24992880093700745,0.9742647058823529
40,0.24514230691334782,0.9742647058823529
41,0.23990038826185114,0.9751838235294118
42,0.237409780788071,0.9751838235294118
43,0.22978328979190657,0.9779411764705882
44,0.22487258878262603,0.9779411764705882
45,0.22131027719553778,0.9779411764705882
46,0.2157539490829496,0.9788602941176471
47,0.21099916900343754,0.9779411764705882
48,0.20715400499894338,0.9779411764705882
49,0.20028587102013476,0.9788602941176471
50,0.19569108848843506,0.9779411764705882
51,0.1897506767555195,0.9797794117647058
52,0.18590847923256018,0.9788602941176471
53,0.19313807111671744,0.9788602941176471
54,0.18016141181921258,0.9806985294117647
55,0.17355447191306772,0.9816176470588235
56,0.1689782767173122,0.9825367647058824
57,0.1663009286584223,0.9825367647058824
58,0.20541062742909966,0.9715073529411765
59,0.1605066362056224,0.9825367647058824
60,0.17029551372808568,0.9816176470588235
