class_idx,class_name,precision,recall,f1,auc_roc,auprc
0,COVID,0.987220447284345,0.9088235294117647,0.9464012251148545,0.9965331664580726,0.9946404145264871
1,NORMAL,0.9126984126984127,0.9663865546218487,0.9387755102040817,0.992435346231516,0.9877382837055702
2,PNEUMONIA,0.9548022598870056,0.9712643678160919,0.9629629629629629,0.9956216296442884,0.9885162509564074
