class_idx,class_name,precision,recall,f1,auc_roc,auprc
0,COVID,0.8775510204081632,0.8309178743961353,0.8535980148883374,0.9523356978809581,0.9160832276092105
1,NORMAL,0.6634304207119741,0.9534883720930233,0.7824427480916031,0.9415996003774213,0.8915149244144078
2,PNEUMONIA,0.9922480620155039,0.6037735849056604,0.750733137829912,0.9512653134221587,0.9396226204604508
