class_idx,class_name,precision,recall,f1,auc_roc,auprc
0,COVID,0.9251700680272109,0.9353507565337001,0.9302325581395349,0.9924862222281186,0.981435892132485
1,NORMAL,0.9598145285935085,0.9399596367305751,0.949783329084884,0.9829464203169658,0.9909650960420469
2,PNEUMONIA,0.7801204819277109,0.8662207357859532,0.820919175911252,0.9881332014800164,0.9121907963047432
