class_idx,class_name,precision,recall,f1,auc_roc,auprc
0,COVID,0.8125,0.7358490566037735,0.7722772277227723,0.9516962989840347,0.8636081742520434
1,NORMAL,0.24346076458752516,0.5170940170940171,0.33105335157318744,0.3062706782464847,0.2277290428197189
2,PNEUMONIA,0.18248175182481752,0.0641025641025641,0.09487666034155598,0.24469834087481143,0.3882908993254267
