round,exp_train_loss,exp_train_acc,n_clients_used,n_failures
1,0.71709529016372,0.7796030814754349,4,0
2,0.4927486262055819,0.8569460741798888,4,0
3,0.3740653320094054,0.8953624815060456,4,0
4,0.31461929302712216,0.9105657874598235,4,0
5,0.2781673610000597,0.92245293607469,4,0
6,0.25218851256652436,0.9285750727003724,4,0
7,0.232356363134213,0.9354114585990511,4,0
8,0.21676517422132593,0.9408703637569512,4,0
9,0.20393526957862917,0.9444416101219325,4,0
10,0.19289999701108174,0.9472986072139177,4,0
11,0.18312509492603007,0.9513800316310392,4,0
12,0.1743064018444476,0.9542370287230243,4,0
13,0.1663807960512501,0.9573491148410795,4,0
14,0.15899445750205093,0.9604612009591348,4,0
15,0.15189636426582354,0.9623488597520534,4,0
16,0.14540181226234317,0.9651038212336105,4,0
17,0.13918897871061658,0.9669914800265292,4,0
18,0.133397517958359,0.9691342278455181,4,0
19,0.12769388633445541,0.9707157798071527,4,0
20,0.12230788375392634,0.9721442783531452,4,0
