round,exp_train_loss,exp_train_acc,n_clients_used,n_failures
1,0.943043619378672,0.6977044418445153,4,0
2,0.6927600919842052,0.7789567111792471,4,0
3,0.5752454114699944,0.8144188485899867,4,0
4,0.5137279929023072,0.83604308710211,4,0
5,0.47129523889142294,0.8515350788719893,4,0
6,0.4365245425737692,0.8658974462419817,4,0
7,0.4067314857493856,0.8769919715980151,4,0
8,0.3807975965206623,0.8870375600112962,4,0
9,0.35816091050594107,0.8939766813248881,4,0
10,0.33878451227292933,0.9004316778956711,4,0
11,0.32219004620101216,0.9064832371807803,4,0
12,0.3077549541346311,0.9106386412232218,4,0
13,0.29495213464561953,0.9142695767942873,4,0
14,0.2832918012054892,0.918747730665268,4,0
15,0.27279152191822803,0.9229031347077097,4,0
16,0.2631516336924901,0.9259692580788317,4,0
17,0.25417676067047623,0.9294388187356275,4,0
18,0.24563921056334645,0.9323435671924799,4,0
19,0.2377766406796829,0.935006253277928,4,0
20,0.23044466717681109,0.9378706580062129,4,0
