class_idx,class_name,precision,recall,f1,auc_roc,auprc
0,COVID,0.9859943977591037,0.9943502824858758,0.9901547116736991,0.9987470054861946,0.9959016253587214
1,NORMAL,0.9969325153374233,0.9502923976608187,0.9730538922155688,0.9931579779225209,0.9921702956687315
2,PNEUMONIA,0.9640883977900553,1.0,0.9817158931082982,0.9986208543292823,0.9967852572390703
