round,exp_train_loss,exp_train_acc,n_clients_used,n_failures
1,0.9389523586966393,0.6962117238875217,4,0
2,0.6991863245394047,0.7781901803364667,4,0
3,0.5783707560799219,0.8155081292613063,4,0
4,0.5149769165529895,0.8368096179448905,4,0
5,0.47238031792644053,0.8527453907290111,4,0
6,0.43838888512378826,0.8654133214991729,4,0
7,0.40963592335167576,0.8755395973695889,4,0
8,0.3847721265491041,0.8845765925686851,4,0
9,0.3626832090513282,0.8928874006535684,4,0
10,0.34314413329475696,0.9005930528099407,4,0
11,0.32556356724805374,0.9064832371807803,4,0
12,0.31011923022188587,0.9116068907088393,4,0
13,0.2963503749549146,0.9163271069512244,4,0
14,0.2841672475871724,0.9201194174365595,4,0
15,0.2731905536844923,0.9229838221648444,4,0
16,0.26341685518416796,0.9261306329931013,4,0
17,0.2545269123296706,0.9289143502642514,4,0
18,0.24645515745828442,0.9306491305926494,4,0
19,0.23870252609789774,0.933473191592367,4,0
20,0.23155469591714878,0.9360148464921128,4,0
21,0.22469652129607942,0.938395126477589,4,0
22,0.21824638386624345,0.9404930003630936,4,0
23,0.21222480319841044,0.9425101867914633,4,0
24,0.20635637611037422,0.9447694355912374,4,0
25,0.20091791918844149,0.9468673094767418,4,0
26,0.19555236003762735,0.948723120990842,4,0
27,0.1903738534395043,0.9511034009763182,4,0
28,0.1854932441437732,0.9531609311332553,4,0
29,0.1805963128858965,0.9545326179045467,4,0
30,0.17611589125951335,0.9561060233186751,4,0
31,0.17133169261730466,0.9575583975471013,4,0
32,0.16703122617808286,0.9590107717755275,4,0
33,0.16252296472748085,0.9601807399039819,4,0
34,0.1582654556745332,0.9615524266752733,4,0
35,0.15411765002729905,0.9630854883608343,4,0
36,0.15007661586835444,0.9644571751321257,4,0
37,0.1461701042486953,0.9657078307177149,4,0
38,0.14243439912607253,0.9671198612175738,4,0
39,0.13859682382916033,0.9682494856174607,4,0
40,0.13519328528175878,0.9691773913745109,4,0
41,0.13153321070083854,0.971033202888611,4,0
42,0.12787573712179034,0.9722031710170654,4,0
43,0.12443831357358744,0.9730503893169806,4,0
44,0.12139965379205245,0.9741396699883004,4,0
45,0.118263563304707,0.9752692943881873,4,0
46,0.11561590883050189,0.9762778876023722,4,0
47,0.11294412417163335,0.9768426998023158,4,0
48,0.11019402381121228,0.9773268245451244,4,0
49,0.10764709249797187,0.9781740428450397,4,0
50,0.10458703738715308,0.9792229797877919,4,0
51,0.10184519780055726,0.980352604187679,4,0
52,0.09924180850058757,0.9809174163876225,4,0
53,0.0964737938328202,0.9820066970589422,4,0
54,0.09373674117527382,0.982490821801751,4,0
55,0.09147207199853583,0.9837414773873402,4,0
56,0.08911501649608151,0.9845483519586881,4,0
57,0.08693913839795091,0.9852745390729011,4,0
58,0.08418792535028213,0.9859603824585468,4,0
59,0.08163515752264898,0.9869689756727317,4,0
60,0.08361284254377227,0.9863234760156534,4,0
