round,exp_train_loss,exp_train_acc,n_clients_used,n_failures
1,1.0113559591310914,0.7027125358774305,4,0
2,0.7157338239279976,0.7801269353599871,4,0
3,0.5968877837334762,0.8126288555604965,4,0
4,0.5331770700006906,0.8344180781824797,4,0
5,0.4854718282762773,0.8518009459514089,4,0
6,0.4461395015299511,0.8649795852366899,4,0
7,0.41354315749424114,0.877268868496584,4,0
8,0.3858666045203978,0.8878198649795852,4,0
9,0.362269137528607,0.8950559890043255,4,0
10,0.3418507622372301,0.9019687108380159,4,0
11,0.32369334683651707,0.9078303755507944,4,0
12,0.30778114773974913,0.9119133282127987,4,0
13,0.29350610912706365,0.9166026599830214,4,0
14,0.2808819912127344,0.9213324170271253,4,0
15,0.269463512960814,0.9250919674980798,4,0
16,0.25889003866016275,0.9281642883130533,4,0
17,0.2493847086269651,0.930751505841452,4,0
18,0.24073054672236893,0.9339855277519505,4,0
19,0.23264872214704235,0.9366535958281117,4,0
20,0.2251348054903102,0.9389982617132231,4,0
