round,exp_loss,exp_acc
1,0.9988620650200617,0.5907738095238095
2,0.7315208069861882,0.7782738095238095
3,0.5497894944652678,0.8298611111111112
4,0.45940140031632926,0.8516865079365079
5,0.4058051374223497,0.8685515873015873
6,0.3674756780503288,0.8804563492063492
7,0.33782520346225253,0.8913690476190477
8,0.3138471162981457,0.9002976190476191
9,0.2936620551442343,0.904265873015873
10,0.2771178379891411,0.910218253968254
11,0.2618182224650232,0.9151785714285714
12,0.24985506243648983,0.9206349206349206
13,0.23909099092559208,0.9236111111111112
14,0.22871141206650508,0.9270833333333334
15,0.21910710254358867,0.9345238095238095
16,0.21030076179239485,0.939484126984127
17,0.20168930824313844,0.9444444444444444
18,0.19416404775683843,0.9469246031746031
19,0.18715659079570618,0.9494047619047619
20,0.18003936360279718,0.9513888888888888
